time,rpm,mph,coolant_temp,oil_pressure,voltage,fuel_level,mpg,odometer,trip,range,runtime,illumination,left_turn_signal,right_turn_signal,hazards,high_beam,roof_down
03:01:47.069199 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:47.234125 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:47.387513 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:47.658009 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:47.923245 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:48.250410 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:48.519532 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:48.688200 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:48.826594 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:48.957923 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:49.106436 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:49.256742 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:49.443869 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:49.617310 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:49.804861 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:49.996274 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:50.161640 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:50.339943 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:50.516190 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:50.702107 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:50.841335 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:51.004249 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:51.154850 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:51.342416 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:51.491342 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:51.660574 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:51.856490 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.006753 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.155056 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.341872 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.520784 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.674039 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.808826 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:52.969576 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:53.150066 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:53.309579 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:53.474760 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:53.610647 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:53.764596 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:53.925439 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:54.069637 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:54.221454 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:54.395796 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:54.587522 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:54.746516 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:54.905514 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:55.064276 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:55.219795 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:55.402489 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:55.555490 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:55.710029 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:55.871764 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:56.023867 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:56.201310 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:56.380010 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:56.577265 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:56.765747 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:56.950170 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:57.150456 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:57.351751 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:57.537790 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:57.716480 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:57.912278 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:58.112373 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:58.314451 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:58.478175 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:58.662412 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:58.897961 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:59.095248 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:59.280442 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:59.479626 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:59.682409 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:01:59.873245 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:00.063059 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:00.246864 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:00.449782 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:00.650093 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:00.830121 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:01.014004 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:01.181532 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:01.364038 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:01.583380 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:01.781791 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:01.947304 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:02.117064 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:02.317425 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:02.515185 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:02.716090 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:02.898208 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:03.081143 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:03.266379 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:03.465645 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:03.666648 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:03.865328 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:04.067285 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:04.267163 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:04.466338 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:04.666577 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:04.849985 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:05.050402 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:05.233571 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:05.435271 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:05.634251 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:05.833956 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:06.033234 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:06.234161 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:06.420862 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:06.619109 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:06.818435 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:06.978537 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:07.168114 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:07.352156 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:07.571806 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:07.774448 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:07.953966 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:08.155539 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:08.355031 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:08.554507 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:08.757197 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:08.990907 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:09.170518 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:09.356495 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:09.519416 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:09.670150 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:09.872765 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:10.107790 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:10.271223 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:10.440225 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:10.624260 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:10.804880 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:10.972561 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:11.156515 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:11.329167 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:11.494496 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:11.664168 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:11.823298 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.000610 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.156227 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.305664 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.481498 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.639867 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.803662 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:12.969550 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:13.140819 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:13.289947 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:13.470424 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:13.611094 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:13.798701 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:13.973500 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:14.156546 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:14.347735 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:14.540166 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:14.726072 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:14.893085 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:15.051098 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:15.226028 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:15.394171 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:15.591881 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:15.761449 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:15.957730 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:16.138409 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:16.308284 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:16.492889 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:16.669397 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:16.844443 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:17.016649 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:17.193302 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:17.362712 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:17.544890 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:17.736308 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:17.909609 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:18.092797 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:18.280184 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:18.459394 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:18.655079 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:18.845880 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:19.023671 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:19.204342 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:19.391784 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:19.577971 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:19.761238 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:19.949793 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:20.127857 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:20.312268 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:20.496566 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:20.677822 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:20.861996 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:21.047770 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:21.247902 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:21.447744 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:21.613529 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:21.796112 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:21.948162 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:22.128205 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:22.314430 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:22.514633 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:22.690896 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:22.873285 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:23.072449 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:23.233767 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:23.417811 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:23.583806 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:23.762637 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:23.931956 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:24.103680 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:24.287018 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:24.474335 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:24.649600 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:24.815429 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:24.980165 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:25.132140 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:25.319517 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:25.517862 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:25.704212 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:25.891893 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:26.079327 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:26.281338 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:26.468718 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:26.643659 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:26.865033 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:27.085173 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:27.291853 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:27.468835 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:27.656407 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:27.810104 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:27.992017 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:28.194592 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:28.354747 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:28.483187 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:28.671134 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:28.809846 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:28.966835 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:29.091782 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:29.215927 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:29.368059 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:29.523434 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:29.683953 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:29.853475 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.017417 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.218487 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.368164 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.518371 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.680570 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.802124 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:30.977566 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:31.165519 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
03:02:31.329255 PM,3242,30,86,32,13.8,45,14.2,147994,54,102,200,False,False,False,False,True,True
